address,categories,city,country,name,reviews.rating,reviews.text
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"Great Hotel We would stay at this location in the future ! We felt that everything about the hotel was very, very good and we are going to tell our friends to stay there if they are travelling to Michigan!"
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,3,"The best thing about the hotel was service from the friendly staff. The beds were okay but the bathroom was not the cleanest, nor was the coffee machine. I was also not used to the water, which seemed to have a slight odor to it. I've paid the same price for better hotels."
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,3,"For those of us needing to stay near the University of Washington-Seattle, this is a nice hotel. It is functional and covers the basics. The standard room is an okay size though the bathroom is small. It is clean and pleasant enough. The lobby has a nice fireplace where you can sit and chat with others or just lounge around.... More"
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,4,"This is not a great hotel, but fine for overnight before a flight. My flight was canceled, and I was able to make a reservation quickly and easily. I was picked up by shuttle within 2-3 minutes. Friendly late night desk clerk gave me even a lower rate than on the web page (45) since I was stuck. Morning free... More"
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,5,"This hotel is in a fantastic location has comfortable rooms with more than the expected ameneties and (most importantly) has a very professional, informed, helpful staff. I had some challenging questions which were handled quickly and pleasantly by the young woman at the desk, I believe her name was Enjolia (I may be spelling that wrong). I single her out... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,5,"My son and I thoroughly enjoyed our 4 day stay, the rooms were VERY clean, the staff courteous and the hospitality OUTSTANDING. Please post these comments, thanks. Joe"
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,5,We had a great stay and the staff was excellent. What a beautiful hotel.
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,5,The staff checked me in early and quickly at 6 in the morning with no problem
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,4,"Staff were polite and extremely helpful! Even with what seemed to be 100 people there for a near by convention, the staff were still attentive to us. Location is not the best if you want everything footsteps from the hotel but the short drive to City Place was convenient and had all the shops and entertainment we needed when we wanted a break from the meetings."
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,5,"My husband and I spent two nights at the Mountain Village Lodge. Our room had a living room, kitchen, bedroom and 1 1/2 bathrooms. It had a fireplace in living room and bedroom. Had two decks looking at trees and mtns. Beautiful. We were in the Sophia or Sophie building in room 3014. There were some noisy males upstairs the... More"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,4,In New Orleans at the moment and Very impressed with the friendly staff and quality of the room. Especially the great size TV and quality of the channels. Having a lift available for our luggage was great. Good location only three blocks from Bourbon St.
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,3,"We stayed at Hotel Deca, nice historic style hotel - read small bathrooms, but room was good size. The bed has definitely seen one too many travelers. Like most hotels plug ins are in short supply, but a power strip was by the TV and desk. Parking is plentiful, but adds 20/night. The dining hours, at least on weekends are... More"
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,3,Stay was fine and was upgraded which you would think was a nice touch but then CHARGED (without my knowledge) for the upgrade!!! Watch your credit card if you stay here....
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,3,"The room, although fairly comfortable had the sink outside the bath. This created a problem when others were sleeping and someone needed to wash their hands. The breakfast in the restaurant was better than most places we have stayed, even though it was not as good as it could have been. Overall I would only rate this hotel as fair."
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,5,"If you love to stay in historic hotels, the Deca is 1 of 10 in the Seattle area. This hotel still has the 1930's charm with a very updated decor. Really nice hotel. Very clean, friendly staff, close to I5 and downtown Seattle. Only downside-no coffee pot in the room and you have to pay for parking."
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,Great stay at wonderful riverside hotel with excellent service that was professional and personable at the same time. Made me very welcome and allowed a very relaxed check in and experience. No drama!
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,2,Well they must be in the midst of renovations because they did not tell any of their customers and there was dust and materials left all over the hallways. It was like the workers just up and left everything out in the open and materials all over the place. The beds were uncomfortable and there was noises all night from the heating unit. The blinds were duct taped together and the parking lights came through the curtains. And the continental breakfast was a joke. My family went down at 8:15 am and they had nothing ready. Needless to say I am never going to stay there again and we checked out early and went to eat at the Friendly's next door where it was cleaner.I wish that I can get my money refunded because it was not worth the money that I spent.
2700 S Country Club Rd,Hotels,El Reno,US,Days Inn El Reno Ok,4,I've stayed here a couple of times on business. Decent clean but the value per is at a max. Fitness center is not much.
442 Walker Bay Blvd,Hotels,Walker,US,Country Inn Walker,4,Nice hotel. Not to far from Itasca State Park. Nice restaurant across the street.
139 Days Inn Dr,"Hotels,Lodging,Hotel,Motels",Kuttawa,US,Days Inn Kuttawa,1,"The last few times I have stayed here I never had a complaint on anything. But this time I can see that the front desk clerk was running herself to death to hurry up with breakfast, check people out, give people the towels they ask for and no one around to help her. The last manager that I have seen... More"
165 Saint Emanuel St,"Hotels,Bed & Breakfasts,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels",Mobile,US,Fort Conde Inn,5,"Great location, beautifully restored buildings, and very responsive staff. Our TV didn't work, so the staff upgraded us to another room. A wide range of gourmet breakfast choices were offered, and breakfast was exceptional."
5479 Westmoreland Plz,Hotels,Douglasville,US,Quality Inn Near Six Flags,4,Solidly managed property. Undergoing some renovation at the moment but they do a great job. Stay here!
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,4,Even though this was a business trip for a conference for my job. The food was very good. I had a wonderful view of the river. Very likely to return for a leisure trip with my family. The staff was very nice and friendly the rooms where very clean.
5610 Vineland Rd,Hotels,Orlando,US,Extended Stay America - Orlando Theme Parks - Vineland Rd.,2,"Definitely not super fancy (a lot of stuff is falling apart), but it's nice enough for an extended stay and the staff are very nice. Breakfast is granola bars, muffins and yogurt."
5610 Vineland Rd,Hotels,Orlando,US,Extended Stay America - Orlando Theme Parks - Vineland Rd.,5,"We stayed for 3 nights. The room was clean--no problems at all. Because this is an extended stay hotel, there's no cleaning service the first week, but that didn't bother us-we weren't terribly messy. Plus, the hotel staff was so nice. The light breakfast was packaged foods like oats bars, grits muffins plus some fresh fruit. Very good for a trip to the park. Universal is right across the street, but it does take some time to get to the actual park entrance. It's a 2mi walk. Getting there was no problem, it was going home that was the killer. But, it was a nice room to come back to. The area of town was good well-lit. We walked around at night and never felt unsafe."
7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,Springhill Suites Columbia,5,the official hotel of @24hoursofbooty!
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,2,We asked for a King bed and were given two double beds. I called in advance and asked if there was a complimentary breakfast and was told yes. Not true! Their solution was giving us one complementary breakfast for a four-day stay. When I checked in I asked for a receipt and was told it would be under my door... More
55 Ok St,"Hotels,Lodging,Hotel,Motels",Bisbee,US,Eldorado Suites Hotel,4,Although it took a long time to check in because of issues with there Credit Card Reader to take my card. The Hotel is very nice and good location. It has a good view and room to move around in. Having Dunkin' Donuts Coffee for the morning was a very good plus.
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,4,"Telluride is absolutely amazing! The Mountain Lodge was pretty amazing too! Located on the ski mountain, there's plenty of hiking/biking right out your door! You can ride the free gondola in to town, so you don't have to find parking! The restaurant is very good with stunning views. We stayed in a 1 bedroom unit. The kitchen was convenient to... More"
119 Pinnacle Dr,Hotels,Johnson City,US,Quality Inn Johnson City,4,Noticed the LG TV had a repeating--every 5 minutes--banner on the left side that obscured 1/4 of the screen and it lasted a minute each time. Called front desk and woman there said to unplug TV and plug it back in. No change. No other offer of accomodation was forthcoming. Just happened to talk with a friend late at night... More
139 Days Inn Dr,"Hotels,Lodging,Hotel,Motels",Kuttawa,US,Days Inn Kuttawa,4,"This Days Inn is off I-69 X-40. There is parking for 12 plus Buses or Big Rigs on a Gravel Parking Lot next to the Motel as you enter. The staff was very helpful, the room was clean, nice modern TV, Free WiFi, nice Table and Chairs, clean Bathroom and a very comfortable bed. Pilot Travel Center across the street.... More"
35 W Jackson St,"Restaurants,Meeting & Event Planning Services,Hotels,Hotel,Lodging,Hotel and Brewery,Motels",Millersburg,US,Hotel Millersburg,3,"This hotel is very historical. It is very old. I don't have a problem with this because I love history and old. However, the other reviews of this hotel talked about how clean and huge the rooms were. This is not the case in our room. The room was clean, however the window air conditioner really needed cleaning. The room... More"
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"Great stay and the team is very friendly. Also found the bed extremely comfortable!! I have stayed at this location numerous times, and I am never disappointed. Also enjoyed a nice walk on the waterfront great location! Good restaurant onsite and several options within walking distance for variety."
1888 Cumberland Falls Hwy,"Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels",Corbin,US,Country Inn and Suites By Carlson Corbin,3,"The staff was wonderful, full of information about the area and very nice. The room was OK, the refrigerator didn't work and the bathroom needed a good cleaning. The laundry room also needed to be cleaned and vented, clothes were left damp and smelt moldy."
35 W Jackson St,"Restaurants,Meeting & Event Planning Services,Hotels,Hotel,Lodging,Hotel and Brewery,Motels",Millersburg,US,Hotel Millersburg,5,"My husband and I had the good fortune to stop in Hotel Millersburg on a cold January afternoon and find a room as a base for our meanderings through spectacularly beautiful Amish countryside in Holmes County. We were treated so courteously, in an almost old-fashioned manner upon check-in...just felt differently than our more common experience of checking in to franchise... More"
7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,Springhill Suites Columbia,3,Very nice room !
2707 Veterans Ave,"Travel & Transport,Hotels,Hotels & Motels",Vandalia,US,Ramada Vandalia,4,"Overall....this property would have rated 5 stars. Everything was spot on. The room was clean and very comfortable. Nice comfortable bed. Flat screen. Good WI-fi. Had no issues except the morning breakfast. I was in the breakfast room at 6:05 (Opened at 6). The selection was fairly mundane, but they did have biscuits and gravy with sausage pattys. Now, you... More"
8040 Oliver Rd,"Hotel,Hotels",Erie,US,Solstice,2,"Stayed here for one night and booked it last minute mainly because there was a sale on Travelocity. Hotel is formerly Country Inn and Suites and it is undergoing renovations. There is a black garbage bag on the outdoor sign because they haven't changed the name yet, there was a smaller sign in the front that said Solstice but we... More"
703 S Negley Ave,"Bed & Breakfasts,Weekend Getaway Hotels,Hotels & Motels,Hotels",Pittsburgh,US,The Inn On Negley,5,"I love this Inn it's actually close to where I live ( so I don't feel uncomfortable leaving 2 teens alone). But everything from the service, to the food, and the kindness of the owner, and people who serve you are so wonderful. I feel like I can truly relax here (which is hard for me). No downsides at all.... More"
301 Reserve Ave,"Luxury Hotels,Restaurants,Hotels & Motels,Lodging,Grill Restaurants,Meeting Facilities",Roanoke,US,Cambria Hotel & Suites,5,"This was a great hotel. The staff was extremely courteous. Even though their normal check in time is 3pm, I arrived at 11am and they gave me the room almost immediately. Beds were super comfortable. The room I was in had 2 flat screen TVs and a couch which was pretty cool. Staff had things like toothpaste and combs handy... More"
380 W 7200 S,Hotels,Midvale,US,Discovery Inn,5,Nice quiet place to stay. Rooms were very clean. Comfortable beds. Great coffee in the lobby. Good internet. The front desk was very accomodating and friendly. Would definitely come back. John the owner has lots of information about fishing and local attractions that you may not find in the brochures so ask him he seemed more than happy to sit... More
5610 Vineland Rd,Hotels,Orlando,US,Extended Stay America - Orlando Theme Parks - Vineland Rd.,5,Great room and staff
55 Ok St,"Hotels,Lodging,Hotel,Motels",Bisbee,US,Eldorado Suites Hotel,5,"My mom, me, my friend, and my friends mom stayed in room 9. We stayed for the Bisbee 1000 stair climb. The employees were kind and the service was great! It was very noisy outside but they gave you earplugs which I think was very sweet. The view from the top floor was beautiful. I totally recommend this hotel and... More"
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,5,"Mountain Village Lodge never fails to to impress! Whether you're looking for location, great rooms, accommodating and friendly staff, or great views, you'll find them here! Truly the best place to stay in Mountain Village. I brought some first timers this year and they were all beyond impressed! I'll never stay anywhere else!!!"
2030 Formosa Rd,Hotels,Troy,US,Red Roof Inn St Louis - Troy,3,"Easy to find from the freeway, can see their well lit red sign at night from the freeway before you reach the exit. Well positioned next to the off ramp. Cracker Barrel restaurant right across the street, gas stations nearby. This place charges about 75 for a room, and barely makes that worth it. Any higher, I'd say drive on.... More"
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,3,"Good, the employees were friendly. Quick check in, no hassle. Great location"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,4,"Found this Best Western-PLUS hotel online and chose it because of the location, the overall value and accessible on-site parking. The decor and comfort of the room, bed and furnishings were really quite nice as was the lobby, the breakfast area, the bar/lounge and especially the lovely courtyard setting. The worst problem with this stay was no fault of the... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,"the hotel was great , clean etc. but that one desk lady was like not to helpful - and the business center is a desk next to the hotel desk and the computer didn't have Microsoft installed and that one desk lady is totally computer unaware and could not do anything to help with the business center malfunctions - except to say. yes, those computers didn't work right and that she knew you couldn't open any attachments and that staples was across the street."
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,2,"My brother and I pulled up to the hotel and immediately, we were surprised at how run down the outside looked. One plus is that there is ample parking at the hotel. When we went in, the inside was very worn down and could use some fresh paint and carpet. The pictures on the website were obviously taken when everything... More"
457 Mountain Village Blvd,Hotels,Telluride,US,Mountain Lodge At Telluride - A Noble House Resort,2,Zero sound insulation between rooms and not a single chair provided to sit on. Asked at front desk for folding chairs and told we should consider a room upgrade next time - no thanks.
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,3,"Check-in is HORRIBLE!!! We had to wait 30 minutes to check-in while waiting for our room to be inspected. We arrived at the hotel at 2:50pm with a 3pm check-in time. We could not get a key to our room until 3:20pm. Seriously, waiting after check-in time. We were not the only ones waiting. The lobby was full of people... More"
2717 Village Ln,Hotels,Bossier City,US,Quality Inn and Suites,2,Room was a little dirty Murrow needed to be replaced with new mirror
126 N Ocean Blvd,Hotels,Delray Beach,US,Berkshire By The Sea A Vri Resort,4,Traded for week at Berkshire by the Sea. We stayed there twice in the last few years and things were about the same. The one bedroom suites are quaint(they look their age)and look to be a trip back to the early 80's. We brought the boat down to fish and the property manager was very nice and arranged parking for... More
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,2,While i stayed at thia hotel there was a broken sidewalk and my mother slipped and fell and hit herself pretty hard. I reported it to the front desk but no one seemed to care.
165 Saint Emanuel St,"Hotels,Bed & Breakfasts,Hotels & Motels,Lodging,Bed & Breakfast & Inns,Motels",Mobile,US,Fort Conde Inn,5,Such a fabulous stay. Loved our room- bedding and robes were amazing. We stay at BB's frequently and this is one of our favorites by far. Breakfast was amazing.Met the owner who was so helpful and friendly. This is an area that Mobile should be thrilled they are revitalizing. Close to downtown and any type of dining you could want.... More
5000 Central Ave,"Hotel,Hotels",Albuquerque,US,Desert Sands Motel,1,"The first room they sent me to had a broken bathroom no working air fan. The second room was better--the loo was dirty, but not un-usable, the room fan worked. The mattress seemed new was fairly comfortable. Unfortainatley there were people in out of the room next door all night imagine my surprise when I... More"
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"Nice room with all the amenities. Just blocks from the Quarter. St. Ann street is the best option for a walk to the Quarter and is well lit at night. A hot, continental breakfast was available. All family members found something they liked. Courtyard was beautiful and very peaceful to soak up the atmosphere of New Orleans."
2007 N Expy,Hotels,Griffin,US,Baymont Inn & Suites Griffin,5,Room was just fine for overnight stay. Would stay again
225 6th St S E,"Hotels & Motels,Family-Friendly Hotels,Extended Stay,Tourist Hotels,Weekend Getaway Hotels,Travel,Apartment Hotels,Beach Hotels,Budget Hotels,Lodging,Business Hotels",Auburn,US,La Quinta Inn & Suites Auburn,5,This hotel was close to the Muckleshoot Reservation where we were attending a conference. The rooms were very nice and clean. The staff was friendly and helpful. We enjoyed the breakfast room as a place to meet with family and friends. The hotel was quiet at night. The fact that it is 100 non-smoking is an added plus.
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,"Evelyn and Jorge provided remarkable customer service. They are both a great asset to DoubleTree by Hilton Hotels. It was a pleasure staying here, we will be sure to recommend this hotel to our friends and family. A job well done! -Maggie AND Ashley"
1 Wenonah Park Pl,"Conventions Conferences & Trade Shows,Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Hotels",Bay City,US,Doubletree By Hilton Hotel Bay City - Riverfront,5,"The staff was very friendly, the rooms were clean and comfortable. And, you just can't beat the location, beautiful sunsets looking out across the river. Clean, safe adjacent park and downtown area for dining or an evening stroll."
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,4,"nice experience, breakfast the first day was questionable, but we tried the next day and was pleased."
1700 Skibo Rd,Hotels,Fayetteville,US,Hampton Inn Fayetteville Fort Bragg,3,I have stayed at many Hampton Inns and this was by far the worst I have ever encountered. We were locked out of our room for at least an hour because of a faulty security lock. Then the room was not cleaned and we had no clean towels to shower with.Then they stated I owed them an extra day because Experion only paid 1 day even though I had a receipt from Hotels .Com.
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,4,"I only have 1 issue. The hot tub/spa had to much chlorine, it was burning our eyes. ( my family ) the pool it self was nice and cool. Other than the chlorine problem, the place was nice"
135 Route 28,Hotels,West Yarmouth,US,Tidewater Inn,3,The sheets were too small the mattress and bunched up underneath me. The plumbing was old and it water hammered all night. Each flush from upstairs echoed through the room. Then the water hammered when the tank filled. The upstairs tenants stomped the night away. There was a nice breakfast place at the indoor pool house. Housekeeping did a good job. Not a great place for a good night sleep.
2505 Main St,"Hotels & Motels,Lodging,Motels",Alamosa,US,Super 8 Alamosa,5,I can not say enough about this motel! For ten weeks I stayed here on an emergency work assignment. Staying for all those weeks I must have had all the housekeeping staff clean my room. They all were great. The front desk people were always helpful and willing to go the extra mile. The breakfast was better than most motels... More
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,my room is clean and staff has been nice so far!!! i would recommend staying here!
3917 Ridgemont Dr,Hotels,Abilene,US,Hampton Inn Abilene,5,We were there for a family reunion. Everything was nice and clean and the staff was very accommodating. A great place to stay!
10 Calle Y Avenida Circunvalacion,"Hotel,Hotels",Annapolis,US,Hilton Princess San Pedro Sula,4,It is a clean hotel. good attention. The parking lot is very small. For events is a good option. The food is very good. the event hall need to be update. The waitress need a Little more guideness to serve.
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,5,Gas always I loved everything about the hotel. The only thing I would change is the speed of the wireless. I enjoy the breakfast and pool area the most when working remotely. The staff is very nice and maids do a great job in cleaning the rooms.
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,5,"Great place to stay. Quiet, convenient and affordable. Close to great dinning and shopping. Less than five minutes away from airport and offers great features such as continental breakfast,laundry facility and gym."
13600 N W 2nd St,Hotels,Fort Lauderdale,US,La Quinta Inn and Suites Sunrise,3,Carpets are chocolate in color but one can still see the dirt. Bed was so too soft. AC went to sleep mode. Unable to clear that mode on the wall mounted thermostat. Breakfast was the same old-same old. Not one simple special dish or sample from south Florida's cuisine.
2030 Formosa Rd,Hotels,Troy,US,Red Roof Inn St Louis - Troy,5,"Addition of a waffle iron or pancake maker to your morning meal area would greatly increase your positive comments about the breakfast offered. Everything else was great clean room, friendly staff, no other complaints or problems, would recommend to others if they were to stay in area."
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,4,Very cute clean and inexpensive! Convenient to restaurants and shopping! Stayed the night before our cruise! I would definitely recommend staying here staff friendly and water was hot and had good pressure.
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,4,The room was clean and comfortable staff was very friendly. Breakfast great
1435 Cornell Ave,"Hotels & Motels,Lodging",Lovelock,US,Royal Inn,4,"Friendly, helpful staff. Accommodations were roomy, clean, and quiet. Nice place to stay for longer trip with full kitchen...just bring your dishes, pots, utensils and food. Had hand tossed pizza from down the road...pizza factory, it was great."
1808 S Australian Ave,Hotels,West Palm Beach,US,Doubletree By Hilton West Palm Beach Airport,5,my two friends and i loved it.
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,3,"We stayed here one night, the bed was VERY umcomfortable and somewhat itchy. It was really hot in the room when we first walked on which made the room have a weird smell to it. The TV was nice though...."
411 Lincoln St,"Hotels,Lodging,Motels",American Falls,US,Falls Motel,4,"I want to thank Jenn, of Falls Motel, for her courteousness, patience, and accommodating attitude. She understood our personal needs for the reason we were staying, worked diligently to provide me the best possible solutions, and was so sweet. I feel, the Hampton Inn I stayed at outside of Dallas, could learn a great deal about customer service, hospitality, and... More"
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,4,"Stayed at Hotel Deca for two nights while visiting University of Washington. The location was very convenient we were able to walk to campus. The room was great. The bathroom was small but clean. Great desk and good view from the room. Good set for business or pleasure, wifi was reliable, fast and free."
14585 Duval Rd,"Hotels,Hotel",Jacksonville,US,Jacksonville Plaza Hotel and Suites,1,"Room was small, dirty and it smelled like someone was smoking before I got in there. Went to take a shower and noticed there were no towels so I called down to the receptionist and asked can I have to towels. Her reply was if u come and get them.. What ever happened to room service"
4021 Union Deposit Rd,Hotels,Harrisburg,US,Holiday Inn Express - Harrisburg East,4,"Ladies at check-in were super nice. Room was very nice. Breakfast good. Great location to get to Hershey Park, Bass Pro Shop and other stores."
16530 Northcross Dr,Hotels,Huntersville,US,Candlewood Suites Huntersville,5,Can't say enough..it was a great place!!
8040 Oliver Rd,"Hotel,Hotels",Erie,US,Solstice,3,"It was frustrating they didn't have our reservation from when I booked 9 line at hotels.com. there were halfway lights out, remote control wasn't programmed to our tv, air conditioner didn't work, and tiles were loose in the bathroom. It needs minor improvements. Also the handle for the bathtub faucet was broken. It needs some tlc."
2007 N Expy,Hotels,Griffin,US,Baymont Inn & Suites Griffin,5,staff were great!! Friendly and helpful. Bed was very comfortable. this place made you smile.
4507 Brooklyn Ave N E,"Hotel,fun hotels in seattle",Seattle,US,Hotel Deca - A Noble House Hotel,5,"Cody, Daniel and Charlie made our first trip to Seattle and our stay at Hotel Deca very comfortable, enjoyable and fantastic! All three employees went out of their way to help us and guide our visit. The free coffee coupons were a nice feature and the servers in the coffee bar were also very friendly and offered great advice for... More"
1888 Cumberland Falls Hwy,"Hotels,Family-Friendly Hotels,Budget Hotels,Hotels & Motels",Corbin,US,Country Inn and Suites By Carlson Corbin,3,"We needed a hotel for just one night. Chose this over a favorite chain in the area because the room looked nice, and the other hotel allowed some smoking rooms that I have a real problem with. This hotel was OK, but there were 2 major negatives that I didn't see when making the reservation. They do not have an... More"
2505 Main St,"Hotels & Motels,Lodging,Motels",Alamosa,US,Super 8 Alamosa,1,"Alamosa Super8 in the last week-Edit This IS the absolute worst place to stay! We arrived and it took 30 minutes to even get checked in. Once we were finally checked in, we were rented a dirty/occupied room. Then we asked for a single king bed and were rented a double queen. The night shift was not very helpful, and... More"
741 E Washington St,"Cocktail Lounges,Restaurants,Hotels,Casinos,Lodging,Hotels Motels,Motels",Charles Town,US,Turf Motel,4,"When our Sam declared it was Road Trip time - we never thought we would end up in Charles Town, West Virginia. Not being gamblers - we were not even aware of the major casino and track positioned directly behind this motel. But after exploring Harpers Ferry we were in search of a clean, moderately priced motel and we definitely... More"
375 Main St,"Hotels,Hotel",Waterville,US,Best Western Plus Waterville Grand Hotel,3,"Hotel bien situ��, le petit d��jeuner devait ��tre compris mais uniquement pour deux!! Nous etions 2 plus 2 enfants, il a donc fallu payer les deux petits d��jeuners suppl��mentaires"
301 Reserve Ave,"Luxury Hotels,Restaurants,Hotels & Motels,Lodging,Grill Restaurants,Meeting Facilities",Roanoke,US,Cambria Hotel & Suites,5,"We had 34 rooms for our wedding guests, and all enjoyed great service from the Cambria Suites Roanoke. The rooms were clean, the staff was courteous and helpful, the breakfast had good selections and the food tasted great. Pam, our breakfast server, went above and beyond in making sure we had everything we needed."
2505 Main St,"Hotels & Motels,Lodging,Motels",Alamosa,US,Super 8 Alamosa,5,Very clean hotel right off the main highway. Heated pool and small hot tub. Free breakfast in the morning. Quiet room but in the morning I did walk past a room with yipping dogs. Great location to the sand dunes. I would stay here again.
35 W Jackson St,"Restaurants,Meeting & Event Planning Services,Hotels,Hotel,Lodging,Hotel and Brewery,Motels",Millersburg,US,Hotel Millersburg,5,"I picked this hotel because it was along our trip home from Wisconsin to West Palm Beach. It was a bit out of our way, but worth the trip. It was quaint and neat. The whole hotel is not like you usually encounter. A nice courtyard out back, neat front desk area, nice restaurant, awesome room. We were greeted with... More"
301 Reserve Ave,"Luxury Hotels,Restaurants,Hotels & Motels,Lodging,Grill Restaurants,Meeting Facilities",Roanoke,US,Cambria Hotel & Suites,2,We frequently stay in Roanoke for the night and thought we'd try the newer Cambria Suites. It came with very good recommendations on a number of sites. For the price we paid it was just fine but it really wasn't as nice as we had anticipated. First of all the room seemed quite noisy because the people above and beside... More
40 Ashworth Ave,"Hotel,Hotels",Hampton,US,Mainsail Motel & Cottages,5,"We stayed in a 3 bedroom cottage, the place was clean and bright. This was our second year in a row and will never look anywhere else. Short walk to the beach but if we wanted to avoid the sand their pool is very refreshing and inviting."
920 N Rampart St,"Hotel,Hotels",New Orleans,US,Best Western Plus French Quarter Landmark Hotel,5,"The hotel staff was very helpful and knowledgeable about area. We were located within walking distance of a 'Hop On Hop Off' Bus Stop, Bourbon Street, Jackson Square and French Quarter. Taxis were readily available."
101 Main St,"Hotels,Lodging",Burlington,US,Hilton Garden Inn Burlington Downtown,4,The Hilton Garden Inn is right downtown on Main Street and very close to Church Street which is great. I was confused at first because there is another Hilton on Battery Street that I usually stay at. This one was very clean and modern and the staff was very friendly. My only complain is the 16/day for parking which is... More
